Point ID,Points_m_XYZ_Magnitude,adjustedtime,azimuth,distance_m,intensity,laser_id,timestamp,vertical_angle
6736,5.658,583872299,8710,5.658,48,5,583872299,5
6737,5.812,583872301,8711,5.812,31,6,583872301,-9
6738,5.672,583872303,8712,5.672,21,7,583872303,7
6739,5.784,583872305,8713,5.784,47,8,583872305,-7
6740,5.754,583872308,8714,5.754,31,9,583872308,9
6741,5.742,583872310,8714,5.742,57,10,583872310,-5
6742,5.776,583872312,8715,5.776,31,11,583872312,11
6743,5.704,583872315,8716,5.704,69,12,583872315,-3
6744,5.82,583872317,8717,5.82,21,13,583872317,13
6745,5.706,583872319,8718,5.706,39,14,583872319,-1
6746,5.878,583872322,8719,5.878,18,15,583872322,15
6747,5.696,583872342,8726,5.696,2,0,583872342,-15
6748,5.684,583872345,8727,5.684,72,1,583872345,1
6749,5.912,583872347,8728,5.912,24,2,583872347,-13
6750,5.676,583872349,8729,5.676,47,3,583872349,3
6751,5.856,583872352,8729,5.856,19,4,583872352,-11
6752,5.676,583872354,8730,5.676,60,5,583872354,5
6753,5.81,583872356,8731,5.81,24,6,583872356,-9
6754,5.684,583872358,8732,5.684,39,7,583872358,7
6755,5.768,583872361,8733,5.768,27,8,583872361,-7
6756,5.758,583872363,8733,5.758,34,9,583872363,9
6757,5.754,583872365,8734,5.754,38,10,583872365,-5
6758,5.808,583872368,8735,5.808,44,11,583872368,11
6759,5.706,583872370,8736,5.706,33,12,583872370,-3
6760,5.832,583872372,8737,5.832,23,13,583872372,13
6761,5.71,583872375,8738,5.71,30,14,583872375,-1
6762,5.892,583872377,8738,5.892,18,15,583872377,15
6763,5.688,583872398,8746,5.688,4,0,583872398,-15
6764,5.692,583872400,8747,5.692,32,1,583872400,1
6765,5.88,583872402,8748,5.88,24,2,583872402,-13
6766,5.692,583872405,8749,5.692,45,3,583872405,3
6767,5.814,583872407,8749,5.814,22,4,583872407,-11
6768,5.68,583872409,8750,5.68,62,5,583872409,5
6769,5.798,583872411,8751,5.798,24,6,583872411,-9
6770,5.696,583872414,8752,5.696,40,7,583872414,7
6771,5.74,583872416,8753,5.74,26,8,583872416,-7
6772,5.77,583872418,8753,5.77,36,9,583872418,9
6773,5.73,583872421,8754,5.73,27,10,583872421,-5
6774,5.822,583872423,8755,5.822,38,11,583872423,11
6775,5.704,583872425,8756,5.704,24,12,583872425,-3
6776,5.85,583872428,8757,5.85,25,13,583872428,13
6777,5.696,583872430,8758,5.696,17,14,583872430,-1
6778,5.906,583872432,8758,5.906,18,15,583872432,15
6779,5.684,583872453,8766,5.684,4,0,583872453,-15
6780,5.67,583872455,8767,5.67,30,1,583872455,1
6781,5.866,583872458,8768,5.866,24,2,583872458,-13
6782,5.704,583872460,8768,5.704,45,3,583872460,3
6783,5.794,583872462,8769,5.794,22,4,583872462,-11
6784,5.688,583872464,8770,5.688,62,5,583872464,5
6785,5.756,583872467,8771,5.756,26,6,583872467,-9
6786,5.722,583872469,8772,5.722,22,7,583872469,7
6787,5.724,583872471,8773,5.724,26,8,583872471,-7
6788,5.79,583872474,8773,5.79,36,9,583872474,9
6789,5.692,583872476,8774,5.692,26,10,583872476,-5
6790,5.828,583872478,8775,5.828,35,11,583872478,11
6791,5.686,583872481,8776,5.686,24,12,583872481,-3
6792,5.874,583872483,8777,5.874,26,13,583872483,13
6793,5.676,583872485,8778,5.676,17,14,583872485,-1
6794,5.906,583872487,8778,5.906,18,15,583872487,15
6795,5.688,583872508,8786,5.688,4,0,583872508,-15
6796,5.646,583872511,8787,5.646,26,1,583872511,1
6797,5.824,583872513,8788,5.824,24,2,583872513,-13
6798,5.724,583872515,8788,5.724,40,3,583872515,3
6799,5.77,583872517,8789,5.77,19,4,583872517,-11
6800,5.696,583872520,8790,5.696,60,5,583872520,5
6801,5.726,583872522,8791,5.726,22,6,583872522,-9
6802,5.714,583872524,8792,5.714,28,7,583872524,7
6803,5.702,583872527,8793,5.702,23,8,583872527,-7
6804,5.806,583872529,8794,5.806,37,9,583872529,9
6805,5.682,583872531,8794,5.682,32,10,583872531,-5
6806,5.832,583872534,8795,5.832,37,11,583872534,11
6807,5.652,583872536,8796,5.652,27,12,583872536,-3
6808,5.896,583872538,8797,5.896,23,13,583872538,13
6809,5.66,583872540,8798,5.66,19,14,583872540,-1
6810,5.932,583872543,8799,5.932,18,15,583872543,15
6811,5.684,583872564,8806,5.684,6,0,583872564,-15
6812,5.614,583872566,8807,5.614,28,1,583872566,1
6813,5.796,583872568,8808,5.796,24,2,583872568,-13
6814,5.72,583872570,8809,5.72,40,3,583872570,3
6815,5.752,583872573,8809,5.752,16,4,583872573,-11
6816,5.724,583872575,8810,5.724,60,5,583872575,5
6817,5.704,583872577,8811,5.704,26,6,583872577,-9
6818,5.712,583872580,8812,5.712,30,7,583872580,7
6819,5.666,583872582,8813,5.666,27,8,583872582,-7
6820,5.82,583872584,8814,5.82,39,9,583872584,9
6821,5.658,583872587,8814,5.658,34,10,583872587,-5
6822,5.854,583872589,8815,5.854,38,11,583872589,11
6823,5.614,583872591,8816,5.614,29,12,583872591,-3
6824,5.896,583872593,8817,5.896,23,13,583872593,13
6825,5.632,583872596,8818,5.632,17,14,583872596,-1
6826,5.944,583872598,8818,5.944,18,15,583872598,15
6827,5.692,583872619,8826,5.692,4,0,583872619,-15
6828,5.602,583872621,8827,5.602,28,1,583872621,1
6829,5.764,583872623,8828,5.764,24,2,583872623,-13
6830,5.724,583872626,8829,5.724,42,3,583872626,3
6831,5.72,583872628,8829,5.72,16,4,583872628,-11
6832,5.748,583872630,8830,5.748,62,5,583872630,5
6833,5.692,583872633,8831,5.692,26,6,583872633,-9
6834,5.728,583872635,8832,5.728,36,7,583872635,7
6835,5.638,583872637,8833,5.638,27,8,583872637,-7
6836,5.834,583872640,8834,5.834,36,9,583872640,9
6837,5.634,583872642,8834,5.634,32,10,583872642,-5
6838,5.884,583872644,8835,5.884,35,11,583872644,11
6839,5.586,583872646,8836,5.586,33,12,583872646,-3
6840,5.906,583872649,8837,5.906,25,13,583872649,13
6841,5.604,583872651,8838,5.604,17,14,583872651,-1
6842,5.964,583872653,8838,5.964,16,15,583872653,15
6843,5.676,583872674,8846,5.676,4,0,583872674,-15
6844,5.588,583872676,8847,5.588,30,1,583872676,1
6845,5.744,583872679,8848,5.744,24,2,583872679,-13
6846,5.744,583872681,8848,5.744,35,3,583872681,3
6847,5.692,583872683,8849,5.692,15,4,583872683,-11
6848,5.75,583872686,8850,5.75,56,5,583872686,5
6849,5.66,583872688,8851,5.66,26,6,583872688,-9
6850,5.756,583872690,8852,5.756,30,7,583872690,7
6851,5.62,583872692,8853,5.62,30,8,583872692,-7
6852,5.836,583872695,8853,5.836,34,9,583872695,9
6853,5.594,583872697,8854,5.594,36,10,583872697,-5
6854,5.9,583872699,8855,5.9,35,11,583872699,11
6855,5.574,583872702,8856,5.574,31,12,583872702,-3
6856,5.92,583872704,8857,5.92,23,13,583872704,13
6857,5.572,583872706,8858,5.572,17,14,583872706,-1
6858,5.976,583872709,8858,5.976,16,15,583872709,15
6859,5.7,583872729,8866,5.7,4,0,583872729,-15
6860,5.542,583872732,8867,5.542,33,1,583872732,1
6861,5.724,583872734,8868,5.724,24,2,583872734,-13
6862,5.772,583872736,8869,5.772,40,3,583872736,3
6863,5.664,583872739,8869,5.664,16,4,583872739,-11
6864,5.77,583872741,8870,5.77,56,5,583872741,5
6865,5.63,583872743,8871,5.63,29,6,583872743,-9
6866,5.782,583872745,8872,5.782,37,7,583872745,7
6867,5.6,583872748,8873,5.6,28,8,583872748,-7
6868,5.866,583872750,8874,5.866,40,9,583872750,9
6869,5.57,583872752,8874,5.57,32,10,583872752,-5
6870,5.914,583872755,8875,5.914,34,11,583872755,11
6871,5.564,583872757,8876,5.564,33,12,583872757,-3
6872,5.944,583872759,8877,5.944,21,13,583872759,13
6873,5.544,583872762,8878,5.544,17,14,583872762,-1
6874,5.988,583872764,8879,5.988,16,15,583872764,15
6875,5.676,583872785,8885,5.676,4,0,583872785,-15
6876,5.528,583872787,8886,5.528,35,1,583872787,1
6877,5.688,583872789,8887,5.688,24,2,583872789,-13
6878,5.788,583872792,8887,5.788,42,3,583872792,3
6879,5.648,583872794,8888,5.648,18,4,583872794,-11
6880,5.788,583872796,8889,5.788,62,5,583872796,5
6881,5.604,583872798,8890,5.604,26,6,583872798,-9
6882,5.798,583872801,8891,5.798,34,7,583872801,7
6883,5.588,583872803,8892,5.588,30,8,583872803,-7
6884,5.886,583872805,8893,5.886,37,9,583872805,9
6885,5.562,583872808,8893,5.562,32,10,583872808,-5
6886,5.922,583872810,8894,5.922,34,11,583872810,11
6887,5.526,583872812,8895,5.526,33,12,583872812,-3
6888,5.966,583872815,8896,5.966,22,13,583872815,13
6889,5.536,583872817,8897,5.536,17,14,583872817,-1
6890,6.002,583872819,8897,6.002,18,15,583872819,15
6891,5.68,583872840,8905,5.68,6,0,583872840,-15
6892,5.506,583872842,8906,5.506,35,1,583872842,1
6893,5.66,583872844,8907,5.66,24,2,583872844,-13
6894,5.864,583872847,8907,5.864,40,3,583872847,3
6895,5.616,583872849,8908,5.616,16,4,583872849,-11
6896,5.862,583872851,8909,5.862,56,5,583872851,5
6897,5.582,583872854,8910,5.582,27,6,583872854,-9
6898,5.882,583872856,8911,5.882,43,7,583872856,7
6899,5.544,583872858,8912,5.544,28,8,583872858,-7
6900,5.906,583872861,8913,5.906,34,9,583872861,9
6901,5.526,583872863,8913,5.526,32,10,583872863,-5
6902,5.946,583872865,8914,5.946,38,11,583872865,11
6903,5.502,583872868,8915,5.502,29,12,583872868,-3
6904,5.97,583872870,8916,5.97,22,13,583872870,13
6905,5.52,583872872,8917,5.52,17,14,583872872,-1
6906,6.038,583872874,8917,6.038,18,15,583872874,15
6907,5.688,583872895,8925,5.688,9,0,583872895,-15
6908,5.494,583872897,8926,5.494,33,1,583872897,1
6909,5.65,583872900,8927,5.65,28,2,583872900,-13
6910,5.892,583872902,8928,5.892,40,3,583872902,3
6911,5.596,583872904,8928,5.596,21,4,583872904,-11
6912,5.9,583872907,8929,5.9,58,5,583872907,5
6913,5.564,583872909,8930,5.564,26,6,583872909,-9
6914,5.92,583872911,8931,5.92,52,7,583872911,7
6915,5.514,583872914,8932,5.514,26,8,583872914,-7
6916,5.92,583872916,8932,5.92,31,9,583872916,9
6917,5.514,583872918,8933,5.514,32,10,583872918,-5
6918,5.956,583872921,8934,5.956,35,11,583872921,11
6919,5.484,583872923,8935,5.484,31,12,583872923,-3
6920,5.986,583872925,8936,5.986,22,13,583872925,13
6921,5.478,583872927,8937,5.478,20,14,583872927,-1
6922,6.048,583872930,8938,6.048,18,15,583872930,15
6923,5.668,583872950,8945,5.668,13,0,583872950,-15
6924,5.474,583872953,8946,5.474,33,1,583872953,1
6925,5.632,583872955,8947,5.632,24,2,583872955,-13
6926,5.91,583872957,8947,5.91,39,3,583872957,3
6927,5.564,583872960,8948,5.564,25,4,583872960,-11
6928,5.908,583872962,8949,5.908,60,5,583872962,5
6929,5.544,583872964,8950,5.544,24,6,583872964,-9
6930,5.936,583872967,8951,5.936,49,7,583872967,7
6931,5.496,583872969,8952,5.496,26,8,583872969,-7
6932,5.922,583872971,8953,5.922,36,9,583872971,9
6933,5.488,583872974,8953,5.488,36,10,583872974,-5
6934,5.976,583872976,8954,5.976,37,11,583872976,11
6935,5.466,583872978,8955,5.466,33,12,583872978,-3
6936,6.01,583872980,8956,6.01,26,13,583872980,13
6937,5.454,583872983,8957,5.454,19,14,583872983,-1
6938,6.058,583872985,8958,6.058,18,15,583872985,15
6939,5.63,583873006,8965,5.63,15,0,583873006,-15
6940,5.444,583873008,8966,5.444,28,1,583873008,1
6941,5.606,583873010,8967,5.606,28,2,583873010,-13
6942,5.93,583873013,8967,5.93,39,3,583873013,3
6943,5.542,583873015,8968,5.542,24,4,583873015,-11
6944,5.928,583873017,8969,5.928,60,5,583873017,5
6945,5.512,583873020,8970,5.512,24,6,583873020,-9
6946,5.96,583873022,8971,5.96,46,7,583873022,7
6947,5.472,583873024,8972,5.472,26,8,583873024,-7
6948,5.944,583873027,8972,5.944,33,9,583873027,9
6949,5.456,583873029,8973,5.456,36,10,583873029,-5
6950,5.994,583873031,8974,5.994,34,11,583873031,11
6951,5.454,583873033,8975,5.454,33,12,583873033,-3
6952,6.036,583873036,8976,6.036,23,13,583873036,13
6953,5.44,583873038,8977,5.44,19,14,583873038,-1
6954,6.068,583873040,8978,6.068,18,15,583873040,15
6955,5.612,583873061,8985,5.612,18,0,583873061,-15
6956,5.412,583873063,8986,5.412,31,1,583873063,1
6957,5.574,583873066,8987,5.574,28,2,583873066,-13
6958,5.954,583873068,8987,5.954,39,3,583873068,3
6959,5.526,583873070,8988,5.526,22,4,583873070,-11
6960,5.938,583873073,8989,5.938,64,5,583873073,5
6961,5.484,583873075,8990,5.484,26,6,583873075,-9
6962,5.974,583873077,8991,5.974,54,7,583873077,7
6963,5.462,583873080,8992,5.462,27,8,583873080,-7
6964,5.964,583873082,8992,5.964,34,9,583873082,9
6965,5.444,583873084,8993,5.444,38,10,583873084,-5
6966,6,583873086,8994,6,35,11,583873086,11
6967,5.424,583873089,8995,5.424,34,12,583873089,-3
6968,6.06,583873091,8996,6.06,28,13,583873091,13
6969,5.422,583873093,8997,5.422,19,14,583873093,-1
6970,6.09,583873096,8998,6.09,18,15,583873096,15
6971,5.592,583873116,9005,5.592,24,0,583873116,-15
6972,5.406,583873119,9006,5.406,31,1,583873119,1
6973,5.544,583873121,9007,5.544,32,2,583873121,-13
6974,5.956,583873123,9007,5.956,35,3,583873123,3
6975,5.502,583873126,9008,5.502,22,4,583873126,-11
6976,5.97,583873128,9009,5.97,56,5,583873128,5
6977,5.474,583873130,9010,5.474,30,6,583873130,-9
6978,5.976,583873132,9011,5.976,58,7,583873132,7
6979,5.432,583873135,9012,5.432,28,8,583873135,-7
6980,5.99,583873137,9012,5.99,34,9,583873137,9
6981,5.432,583873139,9013,5.432,38,10,583873139,-5
6982,6.018,583873142,9014,6.018,31,11,583873142,11
6983,5.396,583873144,9015,5.396,34,12,583873144,-3
6984,6.072,583873146,9016,6.072,28,13,583873146,13
6985,5.408,583873149,9017,5.408,19,14,583873149,-1
6986,6.116,583873151,9017,6.116,18,15,583873151,15
6987,5.574,583873172,9025,5.574,27,0,583873172,-15
6988,5.39,583873174,9026,5.39,28,1,583873174,1
6989,5.532,583873176,9027,5.532,32,2,583873176,-13
6990,5.972,583873179,9027,5.972,39,3,583873179,3
6991,5.474,583873181,9028,5.474,27,4,583873181,-11
6992,5.988,583873183,9029,5.988,58,5,583873183,5
6993,5.454,583873185,9030,5.454,32,6,583873185,-9
6994,6.004,583873188,9031,6.004,45,7,583873188,7
6995,5.412,583873190,9032,5.412,31,8,583873190,-7
6996,6.002,583873192,9032,6.002,37,9,583873192,9
6997,5.408,583873195,9033,5.408,39,10,583873195,-5
6998,6.044,583873197,9034,6.044,32,11,583873197,11
6999,5.382,583873199,9035,5.382,34,12,583873199,-3
7000,6.076,583873202,9036,6.076,27,13,583873202,13
7001,5.372,583873204,9037,5.372,19,14,583873204,-1
7002,6.14,583873206,9038,6.14,18,15,583873206,15
7003,5.542,583873227,9045,5.542,27,0,583873227,-15
7004,5.364,583873229,9046,5.364,22,1,583873229,1
7005,5.516,583873232,9047,5.516,34,2,583873232,-13
7006,5.99,583873234,9047,5.99,39,3,583873234,3
7007,5.452,583873236,9048,5.452,25,4,583873236,-11
7008,5.992,583873238,9049,5.992,60,5,583873238,5
7009,5.43,583873241,9050,5.43,30,6,583873241,-9
7010,6.04,583873243,9051,6.04,59,7,583873243,7
7011,5.392,583873245,9052,5.392,31,8,583873245,-7
7012,6.006,583873248,9052,6.006,37,9,583873248,9
7013,5.382,583873250,9053,5.382,37,10,583873250,-5
7014,6.066,583873252,9054,6.066,31,11,583873252,11
7015,5.368,583873255,9055,5.368,38,12,583873255,-3
7016,6.098,583873257,9056,6.098,26,13,583873257,13
7017,5.35,583873259,9057,5.35,22,14,583873259,-1
7018,6.144,583873262,9057,6.144,18,15,583873262,15
7019,5.526,583873282,9065,5.526,29,0,583873282,-15
7020,5.33,583873285,9066,5.33,19,1,583873285,1
7021,5.498,583873287,9067,5.498,35,2,583873287,-13
7022,6.014,583873289,9067,6.014,47,3,583873289,3
7023,5.444,583873291,9068,5.444,28,4,583873291,-11
7024,6,583873294,9069,6,61,5,583873294,5
7025,5.406,583873296,9070,5.406,32,6,583873296,-9
7026,6.052,583873298,9071,6.052,53,7,583873298,7
7027,5.378,583873301,9072,5.378,30,8,583873301,-7
7028,6.04,583873303,9073,6.04,42,9,583873303,9
7029,5.354,583873305,9073,5.354,37,10,583873305,-5
7030,6.08,583873308,9074,6.08,32,11,583873308,11
7031,5.344,583873310,9075,5.344,34,12,583873310,-3
7032,6.128,583873312,9076,6.128,23,13,583873312,13
7033,5.338,583873315,9077,5.338,20,14,583873315,-1
7034,6.156,583873317,9078,6.156,18,15,583873317,15
7035,5.508,583873338,9085,5.508,22,0,583873338,-15
7036,5.302,583873340,9086,5.302,17,1,583873340,1
7037,5.468,583873342,9087,5.468,30,2,583873342,-13
7038,6.042,583873344,9087,6.042,47,3,583873344,3
7039,5.43,583873347,9088,5.43,30,4,583873347,-11
7040,6.028,583873349,9089,6.028,58,5,583873349,5
7041,5.378,583873351,9090,5.378,27,6,583873351,-9
7042,6.07,583873354,9091,6.07,55,7,583873354,7
7043,5.358,583873356,9092,5.358,30,8,583873356,-7
7044,6.06,583873358,9092,6.06,42,9,583873358,9
7045,5.342,583873361,9093,5.342,33,10,583873361,-5
7046,6.096,583873363,9094,6.096,32,11,583873363,11
7047,5.318,583873365,9095,5.318,34,12,583873365,-3
7048,6.15,583873368,9096,6.15,25,13,583873368,13
7049,5.326,583873370,9097,5.326,23,14,583873370,-1
7050,6.176,583873372,9097,6.176,18,15,583873372,15
7051,5.492,583873393,9105,5.492,21,0,583873393,-15
7052,5.282,583873395,9106,5.282,19,1,583873395,1
7053,5.44,583873397,9107,5.44,30,2,583873397,-13
7054,6.044,583873400,9107,6.044,45,3,583873400,3
7055,5.408,583873402,9108,5.408,28,4,583873402,-11
7056,6.038,583873404,9109,6.038,56,5,583873404,5
7057,5.36,583873407,9110,5.36,29,6,583873407,-9
7058,6.078,583873409,9111,6.078,55,7,583873409,7
7059,5.33,583873411,9112,5.33,32,8,583873411,-7
7060,6.084,583873414,9113,6.084,43,9,583873414,9
7061,5.33,583873416,9113,5.33,33,10,583873416,-5
7062,6.11,583873418,9114,6.11,31,11,583873418,11
7063,5.288,583873420,9115,5.288,34,12,583873420,-3
7064,6.148,583873423,9116,6.148,25,13,583873423,13
7065,5.302,583873425,9117,5.302,26,14,583873425,-1
7066,6.202,583873427,9118,6.202,18,15,583873427,15
7067,5.482,583873448,9124,5.482,27,0,583873448,-15
7068,5.264,583873450,9125,5.264,21,1,583873450,1
7069,5.424,583873453,9126,5.424,30,2,583873453,-13
7070,6.06,583873455,9127,6.06,42,3,583873455,3
7071,5.374,583873457,9127,5.374,30,4,583873457,-11
7072,6.068,583873460,9128,6.068,48,5,583873460,5
7073,5.342,583873462,9129,5.342,30,6,583873462,-9
7074,6.104,583873464,9130,6.104,50,7,583873464,7
7075,5.3,583873467,9131,5.3,28,8,583873467,-7
7076,6.094,583873469,9131,6.094,40,9,583873469,9
7077,5.306,583873471,9132,5.306,30,10,583873471,-5
7078,6.146,583873473,9133,6.146,31,11,583873473,11
7079,5.28,583873476,9134,5.28,34,12,583873476,-3
7080,6.162,583873478,9135,6.162,25,13,583873478,13
7081,5.274,583873480,9136,5.274,23,14,583873480,-1
7082,6.226,583873483,9136,6.226,18,15,583873483,15
7083,5.446,583873503,9144,5.446,27,0,583873503,-15
7084,5.258,583873506,9145,5.258,19,1,583873506,1
7085,5.402,583873508,9146,5.402,33,2,583873508,-13
7086,6.076,583873510,9147,6.076,38,3,583873510,3
7087,5.352,583873513,9147,5.352,31,4,583873513,-11
7088,6.08,583873515,9148,6.08,58,5,583873515,5
7089,5.324,583873517,9149,5.324,24,6,583873517,-9
7090,6.12,583873520,9150,6.12,53,7,583873520,7
7091,5.284,583873522,9151,5.284,30,8,583873522,-7
7092,6.094,583873524,9152,6.094,37,9,583873524,9
7093,5.274,583873526,9152,5.274,37,10,583873526,-5
7094,6.16,583873529,9153,6.16,30,11,583873529,11
7095,5.258,583873531,9154,5.258,36,12,583873531,-3
7096,6.192,583873533,9155,6.192,23,13,583873533,13
7097,5.242,583873536,9156,5.242,24,14,583873536,-1
7098,6.232,583873538,9157,6.232,18,15,583873538,15
7099,5.42,583873559,9164,5.42,27,0,583873559,-15
7100,5.276,583873561,9165,5.276,15,1,583873561,1
7101,5.396,583873563,9166,5.396,30,2,583873563,-13
7102,6.104,583873566,9167,6.104,38,3,583873566,3
7103,5.336,583873568,9167,5.336,31,4,583873568,-11
7104,6.088,583873570,9168,6.088,58,5,583873570,5
7105,5.298,583873573,9169,5.298,27,6,583873573,-9
7106,6.144,583873575,9170,6.144,45,7,583873575,7
7107,5.272,583873577,9171,5.272,31,8,583873577,-7
7108,6.128,583873579,9171,6.128,31,9,583873579,9
7109,5.252,583873582,9172,5.252,33,10,583873582,-5
7110,6.172,583873584,9173,6.172,36,11,583873584,11
7111,5.246,583873586,9174,5.246,34,12,583873586,-3
7112,6.204,583873589,9175,6.204,23,13,583873589,13
7113,5.23,583873591,9176,5.23,22,14,583873591,-1
7114,6.252,583873593,9176,6.252,18,15,583873593,15
7115,5.398,583873614,9184,5.398,27,0,583873614,-15
7116,5.302,583873616,9185,5.302,17,1,583873616,1
7117,5.366,583873619,9186,5.366,35,2,583873619,-13
7118,6.124,583873621,9187,6.124,42,3,583873621,3
7119,5.316,583873623,9187,5.316,26,4,583873623,-11
7120,6.124,583873626,9188,6.124,62,5,583873626,5
7121,5.278,583873628,9189,5.278,32,6,583873628,-9
7122,6.144,583873630,9190,6.144,42,7,583873630,7
7123,5.266,583873632,9191,5.266,32,8,583873632,-7
7124,6.146,583873635,9192,6.146,30,9,583873635,9
7125,5.238,583873637,9192,5.238,39,10,583873637,-5
7126,6.184,583873639,9193,6.184,32,11,583873639,11
7127,5.216,583873642,9194,5.216,40,12,583873642,-3
7128,6.23,583873644,9195,6.23,26,13,583873644,13
7129,5.214,583873646,9196,5.214,23,14,583873646,-1
7130,6.274,583873649,9197,6.274,18,15,583873649,15
7131,5.392,583873669,9203,5.392,29,0,583873669,-15
7132,5.316,583873672,9204,5.316,15,1,583873672,1
7133,5.338,583873674,9205,5.338,37,2,583873674,-13
7134,6.14,583873676,9206,6.14,40,3,583873676,3
7135,5.302,583873679,9206,5.302,27,4,583873679,-11
7136,6.15,583873681,9207,6.15,56,5,583873681,5
7137,5.27,583873683,9208,5.27,35,6,583873683,-9
7138,6.16,583873685,9209,6.16,45,7,583873685,7
7139,5.234,583873688,9210,5.234,32,8,583873688,-7
7140,6.172,583873690,9210,6.172,33,9,583873690,9
7141,5.218,583873692,9211,5.218,43,10,583873692,-5
7142,6.2,583873695,9212,6.2,33,11,583873695,11
7143,5.194,583873697,9213,5.194,42,12,583873697,-3
7144,6.244,583873699,9214,6.244,20,13,583873699,13
7145,5.194,583873702,9215,5.194,23,14,583873702,-1
7146,6.294,583873704,9215,6.294,18,15,583873704,15
7147,5.372,583873725,9223,5.372,29,0,583873725,-15
7148,5.356,583873727,9224,5.356,15,1,583873727,1
7149,5.328,583873729,9225,5.328,37,2,583873729,-13
7150,6.152,583873732,9226,6.152,38,3,583873732,3
7151,5.276,583873734,9226,5.276,26,4,583873734,-11
7152,6.178,583873736,9227,6.178,54,5,583873736,5
7153,5.252,583873738,9228,5.252,34,6,583873738,-9
7154,6.19,583873741,9229,6.19,44,7,583873741,7
7155,5.214,583873743,9230,5.214,32,8,583873743,-7
7156,6.192,583873745,9230,6.192,40,9,583873745,9
7157,5.204,583873748,9231,5.204,41,10,583873748,-5
7158,6.228,583873750,9232,6.228,32,11,583873750,11
7159,5.174,583873752,9233,5.174,42,12,583873752,-3
7160,6.254,583873755,9234,6.254,26,13,583873755,13
7161,5.162,583873757,9235,5.162,26,14,583873757,-1
7162,6.316,583873759,9235,6.316,18,15,583873759,15
7163,5.35,583873780,9244,5.35,27,0,583873780,-15
7164,5.384,583873782,9245,5.384,15,1,583873782,1
7165,5.308,583873785,9246,5.308,33,2,583873785,-13
7166,6.17,583873787,9246,6.17,42,3,583873787,3
7167,5.254,583873789,9247,5.254,27,4,583873789,-11
7168,6.184,583873791,9248,6.184,58,5,583873791,5
7169,5.236,583873794,9249,5.236,39,6,583873794,-9
7170,6.212,583873796,9250,6.212,50,7,583873796,7
7171,5.19,583873798,9251,5.19,33,8,583873798,-7
7172,6.19,583873801,9251,6.19,36,9,583873801,9
7173,5.178,583873803,9252,5.178,43,10,583873803,-5
7174,6.26,583873805,9253,6.26,32,11,583873805,11
7175,5.16,583873808,9254,5.16,40,12,583873808,-3
7176,6.282,583873810,9255,6.282,27,13,583873810,13
7177,5.146,583873812,9256,5.146,24,14,583873812,-1
7178,6.33,583873814,9256,6.33,18,15,583873814,15
7179,5.31,583873835,9264,5.31,25,0,583873835,-15
7180,5.388,583873838,9265,5.388,16,1,583873838,1
7181,5.298,583873840,9266,5.298,37,2,583873840,-13
7182,6.192,583873842,9266,6.192,42,3,583873842,3
7183,5.244,583873844,9267,5.244,28,4,583873844,-11
7184,6.196,583873847,9268,6.196,62,5,583873847,5
7185,5.21,583873849,9269,5.21,40,6,583873849,-9
7186,6.242,583873851,9270,6.242,55,7,583873851,7
7187,5.186,583873854,9271,5.186,32,8,583873854,-7
7188,6.218,583873856,9272,6.218,37,9,583873856,9
7189,5.148,583873858,9272,5.148,39,10,583873858,-5
7190,6.272,583873861,9273,6.272,33,11,583873861,11
7191,5.15,583873863,9274,5.15,42,12,583873863,-3
7192,6.304,583873865,9275,6.304,27,13,583873865,13
7193,5.122,583873867,9276,5.122,27,14,583873867,-1
7194,6.34,583873870,9277,6.34,18,15,583873870,15
7195,5.302,583873891,9282,5.302,25,0,583873891,-15
7196,5.424,583873893,9283,5.424,15,1,583873893,1
7197,5.27,583873895,9284,5.27,35,2,583873895,-13
7198,6.22,583873897,9285,6.22,40,3,583873897,3
7199,5.232,583873900,9285,5.232,31,4,583873900,-11
7200,6.208,583873902,9286,6.208,60,5,583873902,5
7201,5.188,583873904,9287,5.188,40,6,583873904,-9
7202,6.246,583873907,9288,6.246,49,7,583873907,7
7203,5.158,583873909,9289,5.158,33,8,583873909,-7
7204,6.246,583873911,9290,6.246,34,9,583873911,9
7205,5.132,583873914,9290,5.132,36,10,583873914,-5
7206,6.274,583873916,9291,6.274,35,11,583873916,11
7207,5.116,583873918,9292,5.116,36,12,583873918,-3
7208,6.328,583873920,9293,6.328,28,13,583873920,13
7209,5.116,583873923,9294,5.116,28,14,583873923,-1
7210,6.368,583873925,9294,6.368,18,15,583873925,15
7211,5.29,583873946,9302,5.29,25,0,583873946,-15
7212,5.444,583873948,9303,5.444,13,1,583873948,1
7213,5.238,583873950,9304,5.238,35,2,583873950,-13
7214,6.242,583873953,9305,6.242,14,3,583873953,3
7215,5.216,583873955,9305,5.216,33,4,583873955,-11
7216,6.234,583873957,9306,6.234,54,5,583873957,5
7217,5.16,583873960,9307,5.16,33,6,583873960,-9
7218,6.264,583873962,9308,6.264,48,7,583873962,7
7219,5.132,583873964,9309,5.132,31,8,583873964,-7
7220,6.266,583873967,9310,6.266,40,9,583873967,9
7221,5.118,583873969,9310,5.118,36,10,583873969,-5
7222,6.296,583873971,9311,6.296,32,11,583873971,11
7223,5.092,583873973,9312,5.092,42,12,583873973,-3
7224,6.334,583873976,9313,6.334,27,13,583873976,13
